nro,tproc,as,ccon,finicio,fdesp,fvenc1,fvenc2,fres,tres,mat,justiciables,reccap,iep
14529,MONITORIO EJECUTIVO,S,0,28/05/2018,02/07/2018,30/07/2018,NA,30/07/2018,8,NA,2,16257.26,jdopaz0000uru
36324,MONITORIO EJECUTIVO,s,0,25/06/2018,23/07/2018,06/08/2018,21/08/2018,23/07/2018,8,NA,2,3700,jdopaz0100pna
15647,EJECUTIVO,S,0,02/06/2017,22/06/2018,06/07/2018,03/08/2018,03/07/2018,10,NA,2,549,jdopaz0000con
11119,APREMIO,S,0,30/06/2015,27/06/2018,25/07/2018,NA,25/07/2018,10,NA,2,549,jdopaz0000uru
36372,MONITORIO APREMIO,S,0,31/05/2018,25/07/2018,08/08/2018,23/08/2018,25/07/2018,8,NA,2,7009.81,jdopaz0200pna
8973,MONITORIO APREMIO,S,1,01/03/2018,29/06/2018,27/07/2018,NA,26/07/2018,9,C,2,0,jdocco0100nog
3381,EJECUTIVO,S,1,14/10/2015,27/06/2018,25/07/2018,08/08/2018,04/07/2018,10,C,3,0,jdopaz0000vic
10326-3,INCIDENTE AUMENTO CUOTA ALIMENTARIA,S,0,19/10/2017,18/06/2018,03/07/2018,30/07/2018,06/07/2018,7,NA,2,0,jdofam0001gch
36351,MONITORIO EJECUTIVO,S,0,25/06/2018,31/07/2018,14/08/2018,29/08/2018,31/07/2018,8,NA,2,17239.78,jdopaz0100pna
4646,VIOLENCIA FAMILIAR,S,0,08/07/2018,11/07/2018,16/07/2018,NA,11/07/2018,NA,NA,2,0,jdofam0000nog
5196,MONITORIO,S,1,02/07/2018,29/06/2018,27/07/2018,10/08/2018,27/07/2018,8,C,1,0,jdocco0200vil
11212,BENEFICIO DE LITIGAR SIN GASTOS,S,0,07/12/2017,06/06/2016,21/06/2018,05/07/2018,11/06/2018,NA,NA,2,0,jdocco0200gch
3219,EJECUCION DE HONORARIOS,s,1,09/04/2018,14/06/2018,29/06/2018,27/07/2018,27/07/2018,NA,NA,2,0,jdocco0901pna
23810,MONITORIO EJECUTIVO,S,0,22/06/2018,02/07/2018,30/07/2018,13/08/2018,23/07/2018,8,NA,2,29845.2,jdocco0502con
36282,MONITORIO EJECUTIVO,S,0,22/06/2018,06/07/2018,03/08/2018,17/08/2018,06/07/2018,8,NA,2,6664,jdopaz0100pna
36401,MONITORIO EJECUTIVO,S,0,29/06/2018,25/07/2018,08/08/2018,23/08/2018,25/07/2018,8,NA,2,771,jdopaz0100pna
1516,MONITORIO EJECUTIVO,S,1,15/12/2017,03/07/2018,31/07/2018,14/08/2018,24/07/2018,7,C,2,0,jdopaz0000lpa
15866,MONITORIO EJECUTIVO,S,0,06/07/2017,21/06/2018,05/07/2018,02/08/2018,04/07/2018,8,NA,2,15800,jdopaz0000con
7147,RESTRICCIONES A LA CAPACIDAD,S,0,16/03/2015,24/07/2018,14/08/2018,NA,25/07/2018,7,FALSE,5,0,jdofam0001col
18575,ACCION DE AMPARO,S,1,26/07/2018,29/07/2018,01/08/2018,NA,31/07/2018,10,NA,2,0,jdocco0200pna
15473,HOMOLOGACION DE CONVENIO (CIVIL),S,0,09/11/2012,13/08/2018,24/08/2018,07/09/2018,13/08/2018,2,NA,2,0,jdofam0200pna
13767/C/S1 Fº103,AUTORIZACION JUDICIAL,S,1,03/05/2018,15/06/2018,02/07/2018,30/07/2018,24/07/2018,7,FALSE,1,0,jdofam0002uru
51191,MONITORIO EJECUTIVO,S,0,18/06/2018,04/07/2018,01/08/2018,15/08/2018,04/07/2018,8,NA,2,41254,jdocco1002pna
5289,MONITORIO APREMIO,S,1,26/04/2018,22/05/2018,06/06/2018,21/06/2018,01/06/2018,8,C,3,206175.76,jdocco0100lpa
1568,MONITORIO EJECUTIVO,S,0,25/06/2018,23/07/2018,07/08/2018,NA,31/07/2018,7,NA,2,0,jdopaz0000fel
327FA,CUIDADO PERSONAL DEL HIJO O DE LOS HIJOS,s,0,18/04/2018,08/06/2018,23/07/2018,21/08/2018,11/06/2018,7,NA,2,0,jdofam0000frl
36300,MONITORIO EJECUTIVO,S,0,22/06/2018,04/07/2018,01/08/2018,15/08/2018,04/07/2018,8,NA,2,681,jdopaz0100pna
4852,EJECUCION DE HONORARIOS,S,0,04/08/2017,22/06/2018,06/07/2018,03/08/2018,06/07/2018,10,C,1,0,jdocco0200vil
5581,PREPARACION DE LA VIA MONITORIA,S,0,04/06/2018,25/07/2018,08/08/2018,NA,26/07/2018,NA,C,2,0,jdocco0200nog
17904,MONITORIO EJECUTIVO,S,0,27/03/2018,21/06/2018,05/07/2018,02/08/2018,27/07/2018,8,NA,2,11725.57,jdopaz0000con
22120,DIVORCIO,S,0,18/05/2018,06/06/2018,02/08/2018,13/09/2018,06/06/2018,NA,NA,2,0,jdofam0400pna
1813,DIVORCIO,S,0,29/06/2009,25/04/2018,08/06/2018,24/07/2018,04/07/2018,7,NA,2,0,jdofam0000dia
9645,RESPONSABILIDAD PARENTAL,s,0,14/06/2018,02/07/2018,23/07/2018,30/07/2018,30/07/2018,7,f,2,0,jdofam0000dia
9562,ORDINARIO,S,0,12/12/2017,03/07/2018,12/09/2018,08/11/2018,06/07/2018,NA,NA,2,0,jdocco0400con
36463,MONITORIO EJECUTIVO,s,0,05/07/2018,03/08/2018,17/08/2018,03/09/2018,03/08/2018,8,NA,3,8371,jdopaz0100pna
23161,ALIMENTOS,s,0,22/06/2018,15/08/2018,30/08/2018,13/09/2018,15/08/2018,2,NA,2,0,jdofam0200pna
16962,APREMIO,S,0,12/12/2017,04/07/2018,01/08/2018,15/08/2018,30/07/2018,10,NA,2,11679.49,jdopaz0000con
11668,DECLARACION DE INCAPACIDAD,S,1,17/12/2012,28/05/2018,19/06/2018,25/07/2018,06/07/2018,7,F,2,0,jdofam0101con
21446,INCIDENTE CESE CUOTA ALIMENTARIA,S,0,13/12/2017,02/07/2018,30/07/2018,13/08/2018,03/07/2018,NA,NA,2,0,jdofam0400pna
888/17,MONITORIO EJECUTIVO,S,0,29/11/2017,03/07/2018,31/07/2018,NA,27/07/2018,8,C,2,0,jdopaz0000vil
36555,MONITORIO EJECUTIVO,S,0,21/06/2018,02/07/2018,30/07/2018,13/08/2018,02/07/2018,8,NA,2,14113.29,jdopaz0200pna
15647,SEGUNDO TESTIMONIO,S,0,21/12/2017,07/03/2018,21/03/2018,05/04/2018,09/03/2018,10,C,1,0,jdocco0000fed
15596,EJECUTIVO,S,0,19/05/2017,25/06/2018,23/07/2018,06/08/2018,04/07/2018,10,NA,2,1219.7,jdopaz0000con
15793,EJECUTIVO,S,0,30/06/2017,06/07/2018,03/08/2018,17/08/2018,31/07/2018,10,NA,2,3084.6,jdopaz0000con
5175,MEDIDA CAUTELAR EMBARGO PREVENTIVO,S,1,14/06/2018,05/07/2018,02/08/2018,16/08/2018,06/07/2018,10,C,2,0,jdocco0200vil
15542,GUARDA JUDICIAL,S,0,19/04/2018,05/06/2018,04/07/2018,14/08/2018,06/07/2018,7,NA,3,0,jdofam0001gch
16944,APREMIO,S,0,11/12/2017,04/07/2018,01/08/2018,15/08/2018,30/07/2018,10,NA,2,13972.72,jdopaz0000con
20.288,INTERNACION JUDICIAL,S,0,28/06/2018,03/07/2018,24/07/2018,31/07/2018,03/07/2018,7,FALSE,1,0,jdofam0201con
"881/18 ""L""",HOMOLOGACION DE CONVENIO,S,1,26/07/2018,30/07/2018,14/08/2018,29/08/2018,30/07/2018,10,L,2,0,jdocco0100cha
36711,MONITORIO EJECUTIVO,S,0,29/06/2018,31/07/2018,14/08/2018,29/08/2018,31/07/2018,8,NA,2,771,jdopaz0200pna
15905,EJECUTIVO,S,0,24/07/2017,29/06/2018,27/07/2018,10/08/2018,27/07/2018,10,NA,2,11e3,jdopaz0000con
36514,MONITORIO EJECUTIVO,S,0,27/07/2018,07/08/2018,22/08/2018,05/09/2018,07/08/2018,8,NA,2,6500,jdopaz0100pna
36319,MONITORIO EJECUTIVO,S,0,25/06/2018,03/08/2018,17/08/2018,03/09/2018,03/08/2018,8,NA,2,21874.3,jdopaz0100pna
28646,ORDINARIO ACCIDENTES DE TRANSITO,S,1,21/09/2015,29/05/2018,08/08/2018,04/10/2018,31/07/2018,10,NA,5,439960,jdocco0500pna
9805,AUTORIZACION JUDICIAL,S,0,17/05/2017,29/05/2018,07/08/2018,NA,05/07/2018,7,FALSE,3,0,jdofam0001col
36552,MONITORIO EJECUTIVO,S,0,21/06/2018,02/07/2018,30/07/2018,13/08/2018,02/07/2018,8,NA,2,16789.08,jdopaz0200pna
13594/C/S1 Fº76,DIVORCIO,S,1,21/02/2018,31/07/2018,31/07/2018,31/07/2018,31/07/2018,7,FALSE,2,0,jdofam0002uru
22897,HOMOLOGACION DE CONVENIO (CIVIL),S,0,26/04/2018,13/08/2018,06/09/2018,05/10/2018,13/08/2018,2,NA,1,0,jdofam0200pna
2575/17,MEDIDA DE PROTECCION EXCEPCIONAL,S,0,29/11/2017,06/06/2018,22/06/2018,06/07/2018,23/07/2018,7,NA,1,0,jdofam0001gch
22141,APREMIO,S,0,21/09/2017,05/07/2018,02/08/2018,16/08/2018,23/07/2018,10,NA,2,406207.56,jdocco0501con
18035,MONITORIO EJECUTIVO,S,0,06/04/2018,03/07/2018,31/07/2018,14/08/2018,01/08/2018,8,NA,2,14451,jdopaz0000con
1638,MONITORIO APREMIO,S,1,04/06/2018,03/07/2018,31/07/2018,14/08/2018,24/07/2018,7,C,3,0,jdopaz0000lpa
14270,CAMBIO DE NOMBRE,S,0,07/03/2017,18/05/2018,04/06/2018,18/06/2018,06/07/2018,7,NA,1,0,jdofam0001gch
36483,MONITORIO EJECUTIVO,S,0,23/07/2018,07/08/2018,22/08/2018,05/09/2018,07/08/2018,8,NA,2,12500,jdopaz0100pna
674/C/S.1,EJECUCION DE CONVENIO,S,1,28/10/2002,27/06/2018,25/07/2018,08/08/2018,30/07/2018,7,FALSE,3,0,jdofam0100uru
5841,MONITORIO APREMIO,S,0,07/06/2018,24/07/2018,08/08/2018,NA,08/08/2018,8,NA,2,0,jdopaz0000gay
13351,TUTELA,s,0,23/03/2016,02/07/2018,27/08/2018,10/08/2018,23/07/2018,7,NA,2,0,jdofam0001gch
36563,MONITORIO EJECUTIVO,S,0,21/06/2018,02/07/2018,30/07/2018,13/08/2018,02/07/2018,8,NA,2,11225.18,jdopaz0200pna
12110,APREMIO,S,0,26/05/2016,27/06/2018,25/07/2018,NA,25/07/2018,8,NA,2,771,jdopaz0000uru
11880-13,PREPARACION DE LA VIA EJECUTIVA,S,1,18/11/2013,02/07/2018,30/07/2018,14/08/2018,03/07/2018,10,C,2,6573.99,jdocco0100col
2204,IMPUGNACION DE RECONOCIMIENTO,S,1,15/11/2016,21/06/2018,05/07/2018,NA,03/07/2018,NA,NA,4,0,jdofam0000nog
36388,MONITORIO EJECUTIVO,S,0,29/06/2018,06/07/2018,03/08/2018,17/08/2018,06/07/2018,8,NA,2,771,jdopaz0100pna
36076,MONITORIO EJECUTIVO,S,0,29/05/2018,02/07/2018,30/07/2018,13/08/2018,02/07/2018,8,NA,2,10500.41,jdopaz0100pna
13527-16,BENEFICIO DE LITIGAR SIN GASTOS,S,0,03/11/2016,02/07/2018,30/07/2018,14/08/2018,24/07/2018,10,C,3,0,jdocco0100col
51333,APREMIO,S,0,29/06/2018,05/07/2018,02/08/2018,16/08/2018,05/07/2018,8,NA,2,36005.47,jdocco1001pna
7081,EJECUTIVO,s,0,28/05/2018,26/07/2018,09/08/2018,24/08/2018,27/07/2018,10,NA,2,0,jdocco0300gch
10.936,DECLARACION DE INCAPACIDAD,S,1,07/05/2012,04/07/2018,09/08/2018,30/08/2018,31/07/2018,7,FALSE,3,0,jdofam0201con
2641,MONITORIO APREMIO,S,1,13/06/2018,23/07/2018,06/08/2018,NA,26/07/2018,8,NA,1,0,jdopaz0000nog
13269/C/S1 Fº21,VIOLENCIA DE GENERO,S,0,12/10/2017,31/07/2018,31/07/2018,31/07/2018,31/07/2018,7,FALSE,1,0,jdofam0002uru
15532,CUIDADO PERSONAL DEL HIJO O DE LOS HIJOS,s,0,18/04/2018,11/06/2018,26/06/2018,23/07/2018,31/07/2018,7,NA,2,0,jdofam0001gch
674/16,PREPARACION DE LA VIA EJECUTIVA,S,0,07/12/2016,23/07/2018,06/08/2018,NA,23/07/2018,10,C,2,0,jdopaz0000vil
3608,RESTRICCIONES A LA CAPACIDAD,S,0,26/09/2003,31/07/2018,22/08/2018,12/09/2018,02/08/2018,7,NA,4,0,jdofam0200pna
36501,MONITORIO EJECUTIVO,S,0,18/06/2018,06/07/2018,03/08/2018,17/08/2018,06/07/2018,8,NA,2,1129.7,jdopaz0200pna
3148,DIVORCIO,S,1,29/05/2017,19/03/2018,05/04/2018,19/04/2018,23/03/2018,7,NA,2,0,jdofam0000lpa
36464,MONITORIO EJECUTIVO,S,0,05/07/2018,02/08/2018,16/08/2018,31/08/2018,02/08/2018,8,NA,2,7e3,jdopaz0100pna
4079,MONITORIO EJECUTIVO,S,1,23/04/2018,29/06/2018,27/07/2018,10/08/2018,24/07/2018,8,C,2,0,jdopaz0000vic
19116,RESTRICCIONES A LA CAPACIDAD,S,0,05/06/2017,11/06/2018,04/07/2018,08/08/2018,25/07/2018,7,F,2,0,jdofam0101con
3972,MONITORIO EJECUTIVO,S,1,19/12/2017,29/06/2018,27/07/2018,10/08/2018,23/07/2018,8,C,2,0,jdopaz0000vic
3245/F,DIVORCIO,s,0,15/02/2018,22/06/2018,06/07/2018,03/08/2018,03/07/2018,7,F,4,0,jdocco0000ssa
36427,MONITORIO EJECUTIVO,S,0,29/06/2018,31/07/2018,14/08/2018,29/08/2018,31/07/2018,8,NA,2,1316.6,jdopaz0100pna
35113,MONITORIO APREMIO,S,0,29/12/2017,04/07/2018,01/08/2018,15/08/2018,04/07/2018,8,NA,2,11652.84,jdopaz0200pna
17913,MONITORIO EJECUTIVO,S,0,27/03/2018,21/05/2018,05/06/2018,21/06/2018,25/07/2018,8,NA,2,14391.92,jdopaz0000con
36505,MONITORIO EJECUTIVO,S,0,26/07/2018,09/08/2018,24/08/2018,07/09/2018,09/08/2018,8,NA,2,12636,jdopaz0100pna
18222,USUCAPION,S,1,12/12/2014,24/07/2018,13/08/2018,NA,26/07/2018,10,NA,13,0,jdocco0700pna
23170,HOMOLOGACION DE CONVENIO (CIVIL),S,0,25/06/2018,27/07/2018,10/08/2018,27/08/2018,27/07/2018,2,NA,2,0,jdofam0200pna
36366,MONITORIO EJECUTIVO,S,0,28/06/2018,26/07/2018,09/08/2018,24/08/2018,26/07/2018,NA,NA,2,10500,jdopaz0100pna
12313,EJECUCION DE HONORARIOS,S,0,04/12/2017,05/07/2018,02/08/2018,16/08/2018,23/07/2018,10,C,2,0,jdocco0100con
14527,MONITORIO EJECUTIVO,S,0,28/05/2018,02/07/2018,30/07/2018,NA,30/07/2018,8,NA,2,18566.31,jdopaz0000uru
36377,MONITORIO EJECUTIVO,S,0,29/06/2018,30/07/2018,13/08/2018,28/08/2018,30/07/2018,8,NA,2,963.3,jdopaz0100pna
20.100,HOMOLOGACION DE CONVENIO (CIVIL),s,0,14/02/2018,23/07/2018,06/08/2018,20/08/2018,02/08/2018,1,FALSE,3,0,jdofam0201con
16972,ORDINARIO DAÑOS Y PERJUICIOS,S,1,16/10/2012,09/04/2018,07/06/2018,21/08/2018,03/07/2018,10,NA,7,0,jdocco0700pna
11095/C-S2 Fº 168,EJECUCION DE CONVENIO,S,1,15/09/2017,23/04/2018,09/05/2018,23/05/2018,27/07/2018,7,FALSE,2,0,jdofam0002uru
21196,MEDIDA CAUTELAR ALIMENTOS PROVISORIOS,S,0,18/05/2018,06/07/2018,03/08/2018,21/08/2018,06/07/2018,7,FALSE,2,0,jdofam0300pna
20204,ORDINARIO,S,0,19/09/2016,09/03/2018,14/05/2018,25/07/2018,25/07/2018,NA,NA,2,0,jdofam0100pna
23084,EJECUTIVO,S,0,01/02/2018,02/07/2018,30/07/2018,13/08/2018,23/07/2018,10,NA,2,32560,jdocco0502con
11302,HOMOLOGACION DE CONVENIO (CIVIL),S,0,27/10/2017,18/05/2018,05/06/2018,19/06/2018,05/06/2018,7,F,3,0,jdofam0000vic
2289/L,ACCIDENTE DE TRABAJO,s,1,22/08/2016,26/07/2018,06/09/2018,19/10/2018,31/07/2018,10,L,2,0,jdocco0000ssa
8338,APREMIO,S,1,06/06/2018,02/07/2018,30/07/2018,06/08/2018,27/07/2018,8,C,2,0,jdocco0200gay
15809,HOMOLOGACION DE CONVENIO (CIVIL),S,0,05/07/2018,23/07/2018,06/08/2018,20/08/2018,23/07/2018,7,NA,2,0,jdofam0001gch
13853,MONITORIO EJECUTIVO,S,1,13/04/2018,08/06/2018,25/06/2018,23/07/2018,06/07/2018,8,C,2,0,jdocco0000vic
7469,DIVORCIO,S,0,26/07/2018,26/07/2018,07/09/2018,14/09/2018,26/07/2018,7,NA,2,0,jdofam0000gay
33177,EJECUTIVO,S,0,30/06/2017,26/07/2018,09/08/2018,24/08/2018,26/07/2018,10,NA,2,1607.03,jdopaz0200pna
19679,ORDINARIO FILIACION,S,1,04/12/2015,22/06/2018,03/09/2018,30/10/2018,24/07/2018,7,NA,6,0,jdofam0200pna
5154,MONITORIO EJECUTIVO,S,1,09/03/2018,04/07/2018,01/08/2018,NA,25/07/2018,8,NA,2,0,jdopaz0000gch
4798/18,MONITORIO,S,1,05/06/2018,27/06/2018,25/07/2018,08/08/2018,06/07/2018,10,C,2,0,jdocco0200cha
36433,MONITORIO EJECUTIVO,S,0,29/06/2018,27/07/2018,10/08/2018,27/08/2018,27/07/2018,8,NA,2,1219.7,jdopaz0100pna
51157,MONITORIO EJECUTIVO,S,0,14/06/2018,25/07/2018,08/08/2018,22/08/2018,25/07/2018,8,NA,2,39207.84,jdocco1001pna
36624,MONITORIO EJECUTIVO,S,0,26/06/2018,06/07/2018,03/08/2018,17/08/2018,06/07/2018,8,NA,2,1868,jdopaz0200pna
13626/C/S1- Fº 81,DIVORCIO,S,1,07/03/2018,12/06/2018,27/06/2018,25/07/2018,31/07/2018,7,FALSE,1,0,jdofam0002uru
5796,APREMIO,S,0,22/05/2018,04/07/2018,02/08/2018,NA,02/08/2018,10,NA,2,27730.5,jdopaz0000gay
3833,MONITORIO EJECUTIVO,S,0,24/07/2018,26/07/2018,09/08/2018,27/08/2018,27/07/2018,8,NA,2,30825.36,jdopaz0000dia
3814,DECLARACION DE INCAPACIDAD DESIGNACION DE CURADOR,S,0,12/11/2007,24/07/2018,14/08/2018,NA,26/07/2018,NA,NA,3,0,jdofam0000nog
51388,MONITORIO EJECUTIVO,S,1,02/07/2018,06/07/2018,03/08/2018,17/08/2018,06/07/2018,6,NA,2,0,jdocco1001pna
15519,DIVORCIO,S,0,13/04/2018,07/05/2018,04/07/2018,12/09/2018,26/07/2018,7,NA,2,0,jdofam0002gch
15651,DIVORCIO,S,0,18/05/2018,02/07/2018,10/09/2018,05/11/2018,30/07/2018,7,NA,2,0,jdofam0002gch
36071,MONITORIO EJECUTIVO,s,0,29/05/2018,02/07/2018,30/07/2018,13/08/2018,02/07/2018,8,NA,2,13585.14,jdopaz0100pna
889/17,MONITORIO EJECUTIVO,S,0,29/11/2017,03/07/2018,31/07/2018,NA,30/07/2018,8,C,2,0,jdopaz0000vil
3047,ORDINARIO FILIACION,S,1,31/03/2016,13/06/2018,23/08/2018,19/10/2018,23/07/2018,7,F,2,0,jdofam0000vil
5193,MONITORIO,S,1,29/06/2018,29/06/2018,27/07/2018,10/08/2018,27/07/2018,8,C,1,0,jdocco0200vil
4581,EJECUTIVO,S,0,14/10/2016,26/07/2018,09/08/2018,24/08/2018,26/07/2018,NA,NA,2,11505,jdopaz0000frl
14344,EJECUTIVO,S,0,21/03/2018,27/06/2018,25/07/2018,NA,25/07/2018,10,NA,2,4e3,jdopaz0000uru
4810/18,ACCION DE AMPARO,S,1,22/06/2018,29/06/2018,02/07/2018,02/07/2018,02/07/2018,10,C,2,0,jdocco0200cha
17662FA,MEDIDA DE PROTECCION,s,0,25/08/2016,29/06/2018,10/08/2018,11/09/2018,04/07/2018,7,NA,2,0,jdofam0000frl
10805,DIVORCIO,S,0,19/06/2018,04/07/2018,13/09/2018,NA,05/07/2018,7,FALSE,3,0,jdofam0002col
13726-17,APREMIO,S,1,19/05/2017,02/07/2018,30/07/2018,14/08/2018,06/07/2018,10,C,2,82369.39,jdocco0100col
23843,MONITORIO EJECUTIVO,S,0,28/06/2018,05/07/2018,02/08/2018,16/08/2018,02/08/2018,8,NA,2,26335.07,jdocco0501con
7456E,MONITORIO EJECUTIVO,S,1,15/06/2018,02/07/2018,30/07/2018,13/08/2018,26/07/2018,8,NA,2,31847.41,jdocco0301uru
51246,MONITORIO APREMIO,S,0,19/06/2018,25/07/2018,08/08/2018,22/08/2018,25/07/2018,8,NA,2,3e4,jdocco1002pna
51334,MONITORIO APREMIO,S,1,29/06/2018,06/07/2018,03/08/2018,17/08/2018,06/07/2018,8,NA,2,61220.59,jdocco1001pna
3225,EJECUCION DE HONORARIOS,s,1,09/04/2018,21/06/2018,05/07/2018,02/08/2018,02/07/2018,NA,NA,1,0,jdocco0901pna
36344,MONITORIO EJECUTIVO,S,0,26/06/2018,24/07/2018,07/08/2018,22/08/2018,24/07/2018,8,NA,2,3397,jdopaz0100pna
13957-1,INCIDENTE CESE CUOTA ALIMENTARIA,S,0,11/05/2018,02/07/2018,27/07/2018,10/08/2018,06/07/2018,7,C,1,0,jdofam0001gch
36411,MONITORIO EJECUTIVO,S,0,29/06/2018,06/07/2018,03/08/2018,17/08/2018,06/07/2018,8,NA,2,771,jdopaz0100pna
11909-13,PREPARACION DE LA VIA EJECUTIVA,S,1,02/12/2013,02/07/2018,30/07/2018,14/08/2018,03/07/2018,8,C,2,7096.98,jdocco0100col
5794,APREMIO,S,0,22/05/2018,04/07/2018,02/08/2018,NA,02/08/2018,10,NA,2,17517.75,jdopaz0000gay
35641,MONITORIO APREMIO,S,0,29/12/2017,02/07/2018,30/07/2018,13/08/2018,02/07/2018,8,NA,2,8047.62,jdopaz0200pna
5168,MONITORIO EJECUTIVO,S,1,09/03/2018,04/07/2018,01/08/2018,NA,25/07/2018,8,NA,2,0,jdopaz0000gch
6920,ORDINARIO DAÑOS Y PERJUICIOS,s,1,22/09/2015,10/04/2018,08/06/2018,07/08/2018,23/07/2018,10,c,2,0,jdocco0100uru
2194,USUCAPION,S,1,14/06/2016,30/05/2018,08/08/2018,04/10/2018,25/07/2018,10,c,5,0,jdocco0000ssa
"879/18 ""L""",HOMOLOGACION DE CONVENIO,S,0,23/07/2018,25/07/2018,09/08/2018,27/08/2018,25/07/2018,10,L,2,0,jdocco0100cha
382/17,PREPARACION DE LA VIA EJECUTIVA,S,0,19/06/2017,27/07/2018,10/08/2018,NA,31/07/2018,10,C,2,0,jdopaz0000vil
8336,APREMIO MONITORIO,S,1,06/06/2018,02/07/2018,30/07/2018,06/08/2018,27/07/2018,8,C,2,0,jdocco0200gay
36669,MONITORIO EJECUTIVO,S,0,29/06/2018,25/07/2018,08/08/2018,23/08/2018,25/07/2018,8,NA,2,771,jdopaz0200pna
11815,HOMOLOGACION DE CONVENIO (CIVIL),S,0,24/05/2018,06/06/2018,21/06/2018,05/07/2018,21/06/2018,7,F,3,0,jdofam0000vic
18349,BENEFICIO DE LITIGAR SIN GASTOS,S,0,27/06/2017,30/07/2018,13/08/2018,28/08/2018,31/07/2018,10,C,3,0,jdocco0000frl
36342,MONITORIO EJECUTIVO,S,0,26/06/2018,06/07/2018,03/08/2018,17/08/2018,06/07/2018,8,NA,2,1219.7,jdopaz0100pna
15675,HOMOLOGACION DE CONVENIO (CIVIL),S,0,24/05/2018,15/06/2018,03/07/2018,30/07/2018,16/07/2018,7,NA,2,0,jdofam0001gch
22983,EJECUCION DE HONORARIOS,S,1,14/05/2018,07/08/2018,22/08/2018,05/09/2018,07/08/2018,7,NA,2,0,jdofam0200pna
28489,MONITORIO EJECUTIVO,S,0,27/04/2015,31/07/2018,14/08/2018,29/08/2018,31/07/2018,8,NA,2,2076,jdopaz0200pna
0163,COBRO DE PESOS Y ENTREGA DE CERTIFICACION LABORAL,S,1,19/04/2012,15/06/2018,02/07/2018,30/07/2018,02/07/2018,10,L,2,0,jdocco0200lpa
22539,EJECUTIVO,S,0,21/11/2017,23/07/2018,06/08/2018,21/08/2018,30/07/2018,10,NA,2,34920,jdocco0501con
7686,SUMARISIMO,s,1,23/06/2017,22/06/2018,03/08/2018,04/09/2018,31/07/2018,10,c,3,0,jdocco0100uru
15735,DIVORCIO,S,0,12/06/2018,02/07/2018,10/09/2018,05/11/2018,26/07/2018,7,NA,2,0,jdofam0002gch
19122,RESTRICCIONES A LA CAPACIDAD,S,0,07/06/2017,16/05/2018,07/06/2018,02/07/2018,02/07/2018,7,F,2,0,jdofam0101con
51105,MONITORIO APREMIO,S,0,08/06/2018,02/07/2018,30/07/2018,13/08/2018,02/07/2018,8,NA,2,41892,jdocco1002pna
21809,EJECUTIVO,S,0,24/07/2017,23/07/2018,06/08/2018,21/08/2018,23/07/2018,10,NA,2,26076,jdocco0501con
4048Fº190-2016,EJECUTIVO,S,1,21/09/2016,04/07/2018,01/08/2018,15/08/2018,04/07/2018,7,NA,2,0,jdopaz0000col
23023,DIVORCIO,S,1,21/05/2018,04/07/2018,13/09/2018,09/11/2018,04/07/2018,7,NA,2,0,jdofam0200pna
23703,MONITORIO EJECUTIVO,S,0,05/06/2018,03/07/2018,31/07/2018,14/08/2018,23/07/2018,8,NA,2,36032.72,jdocco0501con
17838,MONITORIO EJECUTIVO,S,0,12/03/2018,21/06/2018,05/07/2018,02/08/2018,26/07/2018,8,NA,2,9450,jdopaz0000con
36317,MONITORIO EJECUTIVO,S,0,25/06/2018,31/07/2018,14/08/2018,29/08/2018,31/07/2018,8,NA,2,11421.53,jdopaz0100pna
16310,EJECUTIVO,S,0,05/10/2017,04/07/2018,01/08/2018,15/08/2018,31/07/2018,10,NA,2,343.47,jdopaz0000con
36630,MONITORIO EJECUTIVO,S,0,26/06/2018,05/07/2018,02/08/2018,16/08/2018,05/07/2018,8,NA,2,1219,jdopaz0200pna
36398,MONITORIO EJECUTIVO,S,0,29/06/2018,23/07/2018,06/08/2018,21/08/2018,23/07/2018,8,NA,2,1219.7,jdopaz0100pna
36390,MONITORIO EJECUTIVO,S,0,29/06/2018,06/07/2018,03/08/2018,17/08/2018,06/07/2018,8,NA,2,1316,jdopaz0100pna
15511,EJECUTIVO,S,0,19/05/2017,06/07/2018,03/08/2018,17/08/2018,31/07/2018,10,NA,2,681,jdopaz0000con
16430,DIVORCIO,S,0,29/07/2013,02/07/2018,30/07/2018,13/08/2018,02/07/2018,2,NA,3,0,jdofam0200pna
36593,MONITORIO EJECUTIVO,S,0,25/06/2018,24/07/2018,07/08/2018,22/08/2018,24/07/2018,8,NA,2,8500,jdopaz0200pna
18778,ORDINARIO COBRO DE PESOS,S,1,14/12/2016,03/07/2018,12/09/2018,08/11/2018,04/07/2018,NA,NA,2,0,jdocco0800pna
2310,DIVORCIO POR MUTUO CONSENTIMIENTO,s,0,06/03/2018,03/07/2018,12/09/2018,NA,25/07/2018,NA,NA,2,0,jdofam0000tal
12830,MONITORIO,S,0,26/08/2011,06/07/2018,03/08/2018,17/08/2018,06/07/2018,8,NA,3,2740.65,jdocco0600pna
"11666/C-S2, Fº 70",INTERNACION JUDICIAL,S,1,27/04/2018,26/07/2018,26/07/2018,26/07/2018,26/07/2018,7,FALSE,1,0,jdofam0002uru
4821,ORDINARIO ACCION DE CONSIGNACION,S,1,09/06/2017,03/04/2018,01/06/2018,14/08/2018,04/07/2018,10,C,2,0,jdocco0200vil
